Farming_Turnover,Crop_Yields,Market_Demand,Land_Ownership,Land_Size,Weather_Data,Government_Subsidy,Expenses,Livestock_Inventory,Education,Debts_Liabilities,Community_Feedback,Creditworthiness
55034,2406,Medium,Owned,7,Normal,Yes,14503,Sheep,College Degree,0,High,Average
48632,2225,High,Owned,10,Normal,No,14755,Cattle,High School,0,High,Good
53330,2216,Low,Leased,10,Normal,Yes,14530,Cattle,College Degree,0,Low,Good
42658,2213,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,2506,High,Leased,7,Normal,No,15297,Pigs,High School,0,High,Very Good
40000,1986,High,Leased,7,Normal,Yes,17192,Sheep,High School,500,Low,Average
54954,2330,High,Owned,7,Unpredictable,Yes,14690,Cattle,College Degree,0,High,Very Good
75000,2276,Medium,Leased,8,Variable,No,15319,Chicken,College Degree,2000,High,Excellent
75000,3000,Medium,Owned,8,Variable,No,12000,Cattle,College Degree,500,Medium,Excellent
58599,2450,High,Owned,8,Unpredictable,Yes,12000,Cattle,High School,2000,High,Good
40000,1500,Low,Leased,5,Unpredictable,Yes,12000,Chicken,None,500,Medium,Average
40000,1500,Low,Owned,8,Unpredictable,Yes,15231,Sheep,None,500,High,Average
75000,3000,Medium,Leased,7,Variable,No,20000,Chicken,College Degree,2000,Medium,Average
40000,1656,Low,Owned,8,Normal,Yes,14954,Sheep,College Degree,0,High,Very Good
40000,1878,Low,Owned,8,Normal,Yes,12000,Sheep,High School,500,High,Average
69688,3000,Medium,Leased,12,Variable,No,18245,Chicken,College Degree,0,High,Excellent
75000,2633,High,Leased,12,Variable,Yes,18168,Chicken,High School,2000,Medium,Poor
54326,2606,Medium,Owned,12,Variable,Yes,15454,Cattle,None,0,High,Good
71374,2693,High,Leased,7,Normal,Yes,18076,Sheep,None,500,Low,Poor
54023,2174,High,Owned,7,Normal,Yes,15853,Pigs,High School,10000,Low,Poor
74201,1500,High,Leased,5,Unpredictable,No,12000,Chicken,College Degree,500,Medium,Average
56636,3000,High,Owned,7,Variable,Yes,14912,Pigs,High School,10000,Low,Good
54327,2078,High,Leased,7,Normal,Yes,17365,Chicken,High School,10000,Low,Poor
63596,2599,High,Leased,10,Normal,Yes,17341,Pigs,High School,10000,Low,Poor
58245,2249,High,Leased,7,Normal,Yes,17704,Cattle,High School,10000,Low,Poor
56243,2169,Medium,Owned,5,Unpredictable,Yes,14987,Sheep,None,500,Low,Average
51883,2328,Low,Owned,10,Normal,No,14568,Cattle,High School,0,High,Very Good
48775,2120,Low,Owned,8,Variable,No,12000,Sheep,College Degree,0,High,Poor
40982,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
52323,2567,High,Leased,7,Variable,No,17297,Cattle,College Degree,10000,Low,Excellent
48954,1719,Low,Owned,8,Variable,Yes,12000,Cattle,None,500,High,Average
58725,2262,Medium,Owned,12,Variable,No,15151,Cattle,College Degree,0,Low,Very Good
40000,1962,High,Owned,8,Unpredictable,Yes,12000,Cattle,None,500,Low,Average
63731,2725,High,Owned,7,Normal,Yes,17862,Pigs,High School,10000,Low,Poor
52047,2010,Low,Owned,10,Unpredictable,Yes,15579,Cattle,High School,0,High,Very Good
51966,2256,Medium,Leased,10,Variable,No,15520,Cattle,High School,2000,Low,Very Good
59681,2392,Medium,Owned,10,Variable,No,15449,Cattle,College Degree,500,Low,Very Good
40000,1559,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
60817,3000,Medium,Leased,8,Variable,No,19417,Pigs,High School,10000,Medium,Very Good
49707,2231,High,Owned,12,Normal,No,15797,Cattle,High School,0,High,Good
56904,2467,Medium,Owned,12,Variable,Yes,16465,Chicken,College Degree,0,Medium,Very Good
53636,2015,Medium,Owned,10,Variable,Yes,15582,Cattle,High School,0,High,Excellent
53496,2274,Medium,Owned,12,Variable,No,15603,Cattle,College Degree,0,High,Very Good
40496,1703,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
61815,3000,Medium,Owned,12,Variable,No,18637,Cattle,College Degree,2000,High,Good
64015,2232,High,Leased,7,Normal,Yes,17676,Pigs,High School,10000,Low,Good
51992,2252,High,Owned,12,Normal,Yes,15365,Cattle,High School,0,High,Good
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
46967,2312,High,Leased,7,Normal,Yes,15790,Pigs,High School,10000,Low,Average
55416,2399,High,Leased,7,Normal,Yes,17614,Pigs,High School,2000,Low,Poor
55119,3000,Medium,Owned,12,Variable,No,14945,Cattle,College Degree,2000,Medium,Very Good
54380,1864,Low,Owned,8,Variable,Yes,14529,Cattle,High School,0,High,Average
40000,1945,Low,Owned,8,Normal,Yes,14452,Sheep,None,500,Low,Good
50598,1858,High,Owned,8,Normal,Yes,12000,Sheep,High School,0,Low,Average
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Cattle,None,500,High,Average
40000,2277,Medium,Owned,8,Normal,Yes,15155,Sheep,High School,500,Low,Good
52400,2376,Medium,Owned,12,Variable,No,16419,Cattle,College Degree,0,Medium,Very Good
51573,2599,Low,Owned,8,Unpredictable,No,12000,Sheep,None,500,High,Average
47926,2666,Low,Owned,5,Unpredictable,Yes,14620,Sheep,High School,500,High,Average
50616,2153,Medium,Owned,12,Variable,No,15699,Cattle,College Degree,0,High,Good
73258,2851,Medium,Leased,12,Variable,No,16068,Cattle,College Degree,2000,High,Excellent
51336,1580,High,Owned,8,Normal,Yes,14452,Sheep,High School,500,Low,Average
48481,1729,High,Owned,8,Unpredictable,No,12000,Cattle,College Degree,0,High,Very Good
43398,2236,Low,Owned,10,Unpredictable,Yes,13666,Cattle,High School,10000,Low,Good
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
56475,2135,Medium,Owned,12,Variable,No,15412,Cattle,College Degree,0,High,Good
57627,2088,High,Owned,10,Normal,Yes,15625,Pigs,High School,0,Low,Poor
59811,2891,High,Leased,5,Normal,Yes,17756,Pigs,High School,10000,Low,Poor
73598,3000,Medium,Leased,5,Variable,No,19786,Chicken,College Degree,2000,Medium,Excellent
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Cattle,None,0,High,Average
54021,2446,High,Owned,7,Variable,Yes,17756,Cattle,High School,0,Low,Poor
56821,2048,High,Leased,10,Normal,Yes,16873,Pigs,High School,10000,Low,Poor
57331,2712,Medium,Leased,7,Variable,No,15957,Cattle,High School,0,High,Very Good
49203,2449,High,Owned,10,Normal,Yes,16096,Cattle,High School,0,Low,Good
53625,2204,Medium,Owned,12,Variable,No,16034,Cattle,College Degree,0,High,Very Good
53921,2216,High,Owned,10,Normal,Yes,14839,Cattle,High School,0,Low,Good
61566,3000,Medium,Leased,5,Variable,No,18544,Pigs,High School,2000,Medium,Poor
54703,2458,High,Owned,10,Normal,Yes,14104,Cattle,High School,0,Low,Very Good
54338,1748,High,Owned,10,Normal,Yes,12000,Cattle,High School,500,High,Average
64105,2674,High,Leased,7,Normal,Yes,16821,Pigs,High School,10000,Low,Poor
48459,3000,High,Leased,7,Normal,Yes,16883,Pigs,High School,10000,Low,Poor
75000,2854,Medium,Owned,5,Variable,No,16059,Cattle,College Degree,0,High,Very Good
75000,3000,Medium,Leased,5,Variable,No,15877,Chicken,College Degree,0,Medium,Excellent
74239,3000,Medium,Leased,5,Variable,No,17985,Chicken,College Degree,2000,Medium,Excellent
73559,3000,Medium,Leased,5,Variable,No,18316,Chicken,College Degree,10000,Medium,Very Good
75000,2215,Medium,Leased,7,Variable,Yes,16759,Pigs,College Degree,0,High,Excellent
41618,1500,Low,Leased,10,Normal,Yes,18634,Sheep,None,500,Medium,Poor
58340,2034,Medium,Owned,12,Normal,Yes,16209,Cattle,None,0,High,Very Good
65153,2507,Medium,Owned,12,Variable,No,15162,Cattle,College Degree,0,High,Very Good
40278,2353,High,Owned,7,Normal,Yes,16836,Pigs,College Degree,0,Low,Good
54600,2250,Medium,Owned,8,Normal,Yes,14617,Cattle,High School,0,High,Average
45443,2542,High,Leased,7,Normal,Yes,17192,Pigs,High School,10000,Low,Poor
47630,1500,Low,Owned,8,Unpredictable,Yes,12000,Cattle,None,500,High,Average
44385,1800,Low,Owned,12,Unpredictable,Yes,12000,Sheep,High School,500,High,Excellent
57994,2358,High,Leased,10,Variable,Yes,17319,Sheep,High School,0,Low,Poor
49863,1882,High,Owned,10,Unpredictable,Yes,14264,Cattle,High School,500,Low,Good
71167,3000,Medium,Leased,5,Variable,No,15564,Cattle,College Degree,2000,Medium,Excellent
55419,2154,Medium,Owned,12,Variable,No,15288,Cattle,College Degree,500,Medium,Poor
61296,2436,High,Leased,7,Normal,Yes,16714,Pigs,High School,10000,Low,Poor
47876,2066,High,Owned,12,Unpredictable,Yes,14660,Sheep,College Degree,10000,High,Very Good
54298,2873,High,Owned,12,Normal,Yes,19510,Chicken,High School,0,High,Excellent
54261,2504,High,Owned,7,Normal,Yes,18170,Sheep,None,10000,Low,Good
71571,3000,Medium,Leased,7,Variable,Yes,17671,Cattle,College Degree,10000,Medium,Very Good
75000,3000,Medium,Leased,5,Variable,No,19343,Cattle,College Degree,2000,Medium,Very Good
57288,2489,High,Owned,12,Normal,Yes,14739,Cattle,High School,0,Low,Good
45159,1500,Medium,Owned,12,Unpredictable,Yes,15113,Sheep,College Degree,500,High,Average
49353,2384,Low,Leased,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
61320,2408,High,Leased,7,Normal,Yes,16430,Pigs,High School,10000,Low,Poor
40000,1574,Medium,Leased,5,Unpredictable,No,17523,Sheep,College Degree,500,High,Very Good
51673,1821,Medium,Owned,7,Unpredictable,Yes,12000,Sheep,None,500,High,Excellent
56986,2073,Medium,Owned,12,Variable,No,15875,Cattle,College Degree,0,High,Good
73104,2424,Medium,Leased,12,Variable,No,19740,Cattle,College Degree,0,Medium,Very Good
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
60523,3000,High,Leased,7,Variable,Yes,17167,Chicken,College Degree,10000,Low,Excellent
47136,2279,High,Leased,10,Normal,Yes,14669,Cattle,High School,10000,Low,Poor
63354,3000,High,Leased,10,Normal,Yes,16346,Cattle,High School,0,Low,Average
52244,2213,Medium,Owned,12,Normal,Yes,15398,Cattle,College Degree,0,High,Very Good
49347,1500,Low,Owned,8,Variable,Yes,15412,Cattle,College Degree,500,High,Very Good
55969,2385,High,Leased,7,Normal,Yes,18408,Chicken,College Degree,2000,Medium,Very Good
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
53790,2357,High,Leased,7,Normal,Yes,15213,Pigs,High School,10000,Low,Poor
75000,3000,Medium,Leased,5,Variable,No,18617,Chicken,College Degree,2000,Medium,Excellent
63926,2451,High,Leased,7,Normal,Yes,16907,Pigs,High School,10000,Low,Good
42795,1585,Low,Owned,8,Normal,Yes,17960,Sheep,None,0,High,Good
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
72856,3000,Medium,Owned,5,Variable,No,15222,Cattle,None,0,Medium,Very Good
75000,3000,High,Leased,7,Normal,Yes,15523,Sheep,High School,10000,Low,Poor
54101,2427,Medium,Owned,12,Variable,No,15517,Cattle,College Degree,0,High,Very Good
75000,2545,Medium,Leased,12,Variable,No,15541,Cattle,College Degree,2000,High,Excellent
60929,2893,Medium,Owned,12,Variable,No,15826,Chicken,College Degree,2000,High,Very Good
54455,2465,High,Owned,7,Normal,Yes,14445,Cattle,High School,0,Low,Good
56161,2569,Medium,Leased,12,Variable,No,15845,Cattle,College Degree,0,Medium,Very Good
51635,1545,Low,Owned,10,Normal,Yes,14551,Sheep,High School,0,Low,Good
75000,3000,Medium,Leased,12,Variable,No,15080,Chicken,College Degree,2000,Medium,Excellent
53447,2410,High,Owned,7,Normal,No,13998,Cattle,High School,0,Low,Good
53079,2157,High,Owned,12,Normal,No,15566,Cattle,College Degree,0,High,Very Good
47279,1795,High,Leased,5,Variable,Yes,12000,Chicken,College Degree,2000,High,Average
57194,1799,High,Leased,10,Variable,No,17322,Chicken,College Degree,0,Medium,Very Good
46010,1664,Low,Owned,10,Variable,No,12000,Sheep,None,0,High,Average
61608,3000,High,Leased,7,Variable,Yes,17235,Pigs,High School,0,Low,Very Good
40000,1844,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,Medium,Average
56039,3000,Medium,Leased,5,Variable,No,14644,Chicken,College Degree,2000,High,Excellent
56825,1796,Low,Owned,8,Unpredictable,No,12029,Cattle,College Degree,0,High,Average
75000,2922,Medium,Owned,5,Variable,No,14171,Chicken,College Degree,2000,Medium,Excellent
71145,3000,Medium,Owned,5,Variable,No,15509,Chicken,College Degree,500,Medium,Excellent
40000,1945,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
41656,1823,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
73683,3000,Medium,Leased,5,Unpredictable,No,19968,Chicken,College Degree,2000,Medium,Excellent
40000,1500,Medium,Owned,8,Unpredictable,Yes,12885,Sheep,College Degree,0,Low,Average
68454,2271,Medium,Leased,12,Variable,No,19375,Cattle,College Degree,0,High,Very Good
51691,2009,Medium,Owned,12,Variable,No,16225,Cattle,College Degree,0,High,Very Good
56976,2251,High,Owned,8,Normal,Yes,15856,Cattle,High School,10000,Low,Average
46997,2362,Medium,Owned,12,Variable,No,16726,Cattle,College Degree,0,High,Very Good
40275,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Good
41986,1500,Low,Owned,8,Unpredictable,Yes,12691,Sheep,None,500,High,Average
56997,2193,High,Owned,7,Normal,Yes,14351,Pigs,High School,10000,Low,Good
75000,3000,Medium,Leased,5,Variable,No,19230,Chicken,College Degree,2000,Medium,Excellent
40000,1528,High,Owned,12,Unpredictable,No,14657,Cattle,College Degree,0,High,Good
58973,2254,High,Owned,10,Variable,Yes,14603,Cattle,High School,0,High,Average
74940,2683,Medium,Leased,5,Variable,No,19383,Chicken,College Degree,2000,Medium,Excellent
59177,3000,High,Leased,7,Normal,Yes,16205,Pigs,High School,10000,Medium,Good
40000,1755,Low,Owned,12,Unpredictable,Yes,15046,Sheep,None,10000,High,Good
52130,2087,High,Owned,12,Normal,Yes,15068,Cattle,None,0,High,Good
54527,2857,Medium,Owned,12,Variable,No,19548,Cattle,None,2000,High,Very Good
53470,3000,High,Owned,7,Variable,Yes,15519,Cattle,High School,10000,Medium,Good
52338,1776,High,Leased,7,Normal,Yes,12000,Pigs,High School,10000,Low,Excellent
45073,1500,Medium,Owned,8,Unpredictable,No,13094,Chicken,None,0,High,Average
75000,3000,High,Leased,8,Normal,Yes,17516,Pigs,High School,0,High,Excellent
63007,2441,High,Leased,10,Variable,Yes,17342,Cattle,High School,10000,Low,Poor
58349,3000,High,Leased,7,Normal,Yes,16693,Pigs,High School,10000,Low,Poor
54615,1812,Low,Leased,8,Variable,Yes,12000,Sheep,None,500,Low,Poor
56282,2195,High,Owned,10,Normal,Yes,17702,Pigs,High School,10000,Low,Good
42831,1801,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
61177,2377,High,Leased,7,Normal,Yes,15431,Pigs,High School,10000,Low,Poor
49021,2274,High,Leased,10,Unpredictable,Yes,12000,Sheep,College Degree,500,High,Poor
60326,2136,High,Leased,7,Normal,Yes,15916,Pigs,High School,10000,Low,Poor
72514,3000,Medium,Owned,8,Variable,No,15324,Chicken,College Degree,500,Medium,Average
68472,2644,Medium,Leased,5,Variable,No,15920,Cattle,College Degree,0,High,Excellent
40000,1542,Medium,Owned,10,Unpredictable,Yes,14839,Cattle,College Degree,500,High,Average
57141,3000,Medium,Leased,10,Normal,No,18419,Pigs,College Degree,0,Low,Very Good
60376,2358,High,Owned,10,Normal,Yes,15719,Cattle,High School,10000,Low,Good
42493,2237,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
47067,2527,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,Low,Average
46214,1886,Low,Owned,8,Unpredictable,Yes,12000,Sheep,High School,500,High,Average
74246,3000,Medium,Leased,5,Variable,No,19314,Chicken,College Degree,2000,Medium,Excellent
60532,2484,High,Leased,7,Normal,Yes,19153,Pigs,High School,10000,Low,Poor
48426,2103,High,Owned,8,Unpredictable,Yes,14736,Pigs,None,0,Low,Good
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,19154,Chicken,College Degree,2000,Medium,Excellent
61793,3000,High,Leased,7,Normal,Yes,17970,Chicken,High School,2000,Medium,Poor
66332,3000,Medium,Leased,5,Unpredictable,No,19136,Chicken,College Degree,500,High,Very Good
54757,2286,High,Owned,10,Variable,Yes,15104,Cattle,None,2000,High,Good
57629,2284,Low,Leased,10,Normal,Yes,12000,Pigs,High School,500,High,Excellent
59625,2619,High,Owned,7,Normal,Yes,17277,Pigs,High School,10000,Low,Poor
55908,2028,Medium,Owned,5,Variable,No,15789,Cattle,College Degree,2000,Low,Good
50201,2324,High,Leased,10,Variable,No,14945,Chicken,College Degree,0,High,Excellent
60931,2438,High,Leased,7,Normal,Yes,16288,Pigs,High School,10000,Low,Poor
73381,3000,Medium,Owned,5,Variable,No,17879,Chicken,None,500,High,Average
57973,2168,High,Owned,12,Variable,No,16223,Chicken,High School,0,High,Very Good
53357,2481,Medium,Owned,12,Variable,No,17059,Cattle,College Degree,0,High,Very Good
75000,3000,Medium,Leased,5,Variable,No,18650,Chicken,College Degree,2000,Medium,Excellent
40000,1500,Low,Owned,7,Unpredictable,Yes,17212,Sheep,None,500,Low,Average
49810,1888,Medium,Owned,8,Normal,Yes,15234,Cattle,None,0,High,Good
42547,1994,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
61533,2886,Medium,Owned,5,Variable,No,14819,Chicken,College Degree,2000,High,Excellent
46957,1956,Low,Owned,8,Normal,Yes,12000,Sheep,College Degree,500,Low,Average
52099,1783,Medium,Owned,10,Variable,Yes,15074,Cattle,College Degree,0,Low,Very Good
75000,3000,High,Leased,7,Normal,Yes,18939,Pigs,High School,10000,Medium,Excellent
75000,3000,Medium,Leased,12,Variable,No,19100,Chicken,College Degree,2000,Medium,Excellent
53998,2623,High,Leased,10,Normal,Yes,16476,Pigs,High School,10000,Low,Poor
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
67499,2228,Medium,Owned,8,Variable,No,14277,Cattle,College Degree,500,High,Very Good
59657,2167,High,Owned,10,Normal,Yes,17918,Cattle,None,2000,Low,Poor
60105,2918,High,Leased,5,Normal,Yes,18447,Pigs,None,10000,Low,Poor
55153,1558,Medium,Owned,12,Variable,No,15539,Sheep,College Degree,0,High,Very Good
43262,1638,Low,Owned,8,Unpredictable,Yes,12272,Sheep,None,500,High,Average
72184,3000,High,Leased,5,Variable,Yes,18622,Cattle,College Degree,10000,Medium,Excellent
52015,1867,Medium,Owned,10,Normal,Yes,17851,Pigs,High School,0,Low,Very Good
48530,1945,Medium,Owned,12,Variable,No,15865,Cattle,College Degree,0,Low,Very Good
74707,3000,High,Leased,10,Normal,Yes,16893,Cattle,High School,10000,Low,Poor
59652,2406,High,Leased,7,Normal,Yes,16431,Pigs,High School,10000,Low,Poor
48667,2181,Medium,Owned,10,Normal,No,16142,Cattle,College Degree,0,High,Good
58425,2138,High,Leased,7,Normal,Yes,17951,Cattle,High School,10000,Low,Good
47649,1937,High,Owned,10,Normal,Yes,14158,Cattle,High School,0,Low,Good
60888,2370,High,Leased,10,Normal,Yes,17925,Cattle,High School,10000,Low,Poor
44748,1888,High,Owned,5,Unpredictable,Yes,15425,Cattle,None,500,Low,Excellent
59107,3000,Low,Leased,8,Normal,Yes,16735,Pigs,High School,10000,Low,Poor
75000,2867,Medium,Leased,5,Variable,No,17317,Cattle,High School,10000,Low,Average
75000,3000,Medium,Leased,7,Variable,No,17790,Chicken,College Degree,10000,Medium,Excellent
55887,2506,High,Owned,7,Normal,Yes,19273,Cattle,High School,0,Low,Very Good
74765,3000,Medium,Owned,12,Variable,No,16085,Cattle,College Degree,2000,High,Very Good
52528,2232,High,Owned,10,Variable,Yes,15107,Sheep,College Degree,0,Low,Good
42517,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
53637,2058,Low,Owned,8,Unpredictable,No,12000,Sheep,None,500,High,Average
75000,2638,Medium,Leased,5,Variable,No,18637,Sheep,College Degree,2000,Medium,Excellent
53508,2397,High,Owned,10,Variable,No,18676,Cattle,College Degree,0,Low,Good
54039,1906,Medium,Owned,12,Normal,No,16035,Sheep,College Degree,0,High,Very Good
51194,1532,High,Owned,10,Unpredictable,Yes,15293,Cattle,High School,0,High,Good
40188,2329,High,Owned,12,Variable,Yes,14479,Cattle,High School,0,High,Average
73152,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Poor
50141,2650,Medium,Owned,5,Normal,No,15937,Sheep,College Degree,0,Medium,Excellent
40000,1946,Low,Owned,12,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,2920,High,Leased,7,Variable,No,17268,Chicken,College Degree,2000,Low,Very Good
54403,1907,Medium,Owned,10,Variable,No,15777,Cattle,College Degree,0,High,Good
58039,2386,High,Leased,7,Normal,Yes,17146,Pigs,High School,10000,Low,Excellent
60076,2185,Medium,Owned,7,Normal,Yes,17544,Cattle,High School,10000,Low,Poor
53007,2099,Low,Owned,8,Normal,Yes,12000,Sheep,None,500,High,Average
75000,2231,Medium,Owned,8,Variable,No,12445,Cattle,None,500,Medium,Very Good
41465,2736,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,Medium,Average
56058,2081,High,Owned,8,Unpredictable,Yes,14307,Pigs,High School,0,Low,Poor
51136,1682,Medium,Owned,12,Variable,No,15316,Cattle,College Degree,0,Low,Good
75000,2455,Medium,Leased,5,Variable,No,15515,Pigs,College Degree,0,Medium,Very Good
49066,1802,High,Owned,5,Variable,No,12569,Sheep,None,500,High,Average
54272,2089,High,Owned,12,Variable,No,15703,Cattle,High School,10000,High,Very Good
45340,1606,Medium,Owned,12,Variable,Yes,15529,Sheep,High School,0,Low,Excellent
55104,2188,Low,Leased,10,Variable,No,15685,Chicken,College Degree,2000,High,Excellent
48847,2314,Medium,Owned,10,Variable,No,15268,Cattle,None,2000,High,Good
42045,1500,Low,Owned,8,Unpredictable,No,14130,Sheep,None,0,High,Very Good
75000,3000,Medium,Leased,5,Variable,Yes,14867,Chicken,College Degree,2000,Medium,Excellent
42735,1710,Low,Owned,12,Variable,No,12000,Sheep,High School,0,High,Very Good
75000,3000,Medium,Leased,5,Variable,No,18602,Chicken,College Degree,2000,Medium,Excellent
46154,1670,Low,Owned,5,Unpredictable,No,12000,Sheep,None,0,High,Good
58386,1997,Medium,Owned,8,Variable,No,15256,Cattle,College Degree,0,Medium,Very Good
53316,2121,High,Owned,12,Normal,Yes,14987,Cattle,High School,0,Low,Very Good
56973,2405,High,Owned,10,Normal,Yes,16165,Pigs,High School,10000,Low,Poor
57179,3000,Low,Owned,8,Normal,Yes,17011,Chicken,None,2000,Medium,Excellent
47887,1500,High,Owned,8,Unpredictable,No,12000,Sheep,High School,10000,High,Average
52749,2587,High,Leased,7,Normal,No,17621,Pigs,High School,10000,Low,Poor
46115,2561,Low,Owned,8,Variable,Yes,15312,Pigs,High School,0,High,Good
60238,2175,High,Owned,8,Unpredictable,Yes,17905,Cattle,High School,0,High,Average
74467,3000,High,Leased,5,Variable,No,17495,Chicken,College Degree,2000,Medium,Excellent
44409,1863,Low,Owned,10,Unpredictable,Yes,12000,Sheep,High School,0,High,Good
49689,2479,High,Owned,8,Unpredictable,Yes,12000,Sheep,High School,500,High,Average
41639,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1711,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
42177,2070,Medium,Owned,5,Unpredictable,No,13015,Sheep,None,500,High,Average
54928,1500,High,Owned,10,Unpredictable,Yes,12000,Pigs,High School,500,Low,Average
52153,2156,High,Owned,7,Normal,Yes,14395,Cattle,High School,10000,Low,Poor
65856,2687,Medium,Owned,12,Variable,No,16438,Cattle,College Degree,0,High,Very Good
57406,2179,High,Owned,5,Normal,Yes,12000,Cattle,High School,0,Low,Good
75000,3000,Medium,Leased,5,Variable,Yes,18467,Chicken,College Degree,2000,Medium,Excellent
75000,2973,Medium,Owned,12,Variable,No,20000,Cattle,College Degree,2000,Medium,Excellent
59976,2316,High,Leased,7,Normal,Yes,16294,Pigs,High School,0,Low,Poor
55445,1656,Medium,Leased,5,Normal,No,15549,Cattle,College Degree,2000,High,Very Good
60298,2126,Medium,Owned,12,Variable,No,16069,Cattle,College Degree,0,High,Very Good
58842,2331,Medium,Owned,12,Variable,No,12627,Cattle,High School,0,Low,Good
57918,2092,High,Owned,12,Variable,Yes,17892,Chicken,High School,0,High,Good
49019,2502,Medium,Owned,12,Variable,No,16422,Cattle,College Degree,0,Low,Very Good
41428,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1925,High,Owned,10,Normal,Yes,14147,Cattle,College Degree,10000,High,Good
40000,2066,Low,Owned,10,Unpredictable,Yes,16033,Cattle,College Degree,500,High,Average
61744,3000,High,Leased,7,Normal,Yes,17471,Chicken,High School,10000,Low,Poor
75000,3000,Medium,Leased,5,Variable,No,19764,Chicken,College Degree,0,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
56773,2332,High,Leased,10,Normal,Yes,16201,Cattle,None,10000,Low,Poor
44396,1685,Low,Leased,8,Unpredictable,Yes,12000,Pigs,High School,500,Low,Average
44801,1976,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,2580,Low,Owned,10,Unpredictable,Yes,14681,Sheep,High School,500,Low,Very Good
73790,2598,Medium,Owned,12,Variable,No,19796,Cattle,College Degree,0,High,Very Good
75000,3000,Medium,Owned,5,Variable,No,20000,Chicken,College Degree,500,Medium,Excellent
51235,2284,Medium,Owned,7,Variable,Yes,15191,Cattle,High School,0,Low,Very Good
75000,3000,Medium,Owned,12,Variable,No,18382,Cattle,College Degree,0,High,Average
75000,3000,Medium,Leased,5,Normal,No,19103,Chicken,College Degree,0,Medium,Poor
40000,1523,Low,Owned,8,Normal,Yes,12294,Sheep,College Degree,0,Medium,Average
57648,2196,Medium,Owned,10,Variable,No,14684,Cattle,College Degree,0,High,Very Good
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
40000,1500,Low,Owned,8,Unpredictable,Yes,14397,Cattle,None,0,Low,Average
51632,2014,High,Owned,7,Unpredictable,No,15602,Cattle,High School,0,High,Average
66494,3000,Medium,Leased,7,Variable,Yes,18698,Pigs,College Degree,2000,Medium,Excellent
71334,3000,Medium,Leased,8,Variable,Yes,20000,Chicken,College Degree,2000,Medium,Excellent
75000,3000,High,Leased,7,Variable,Yes,16668,Pigs,High School,2000,Medium,Poor
57116,2237,High,Owned,12,Variable,Yes,12118,Cattle,None,0,High,Very Good
56292,3000,High,Leased,7,Normal,Yes,18386,Cattle,High School,10000,Low,Poor
53369,2089,High,Owned,7,Normal,Yes,14391,Cattle,High School,10000,Low,Excellent
58022,2117,Medium,Owned,12,Variable,No,16597,Cattle,College Degree,2000,High,Very Good
59311,2065,High,Owned,10,Unpredictable,Yes,15233,Sheep,College Degree,0,High,Poor
59231,1549,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
